legacy_fact_id,technical_topic,concise_factual_claim,classification,classification_reason,short_engineering_explanation,application_limitations_or_context,appropriate_destination_page,supporting_source,last_reviewed_date,human_technical_review_required,approved_for_publication
LEGACY-1034,Failure Containment,Failure Containment must be evaluated within the full tooling system.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-fatigue.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1035,Evidence-Based Prevention,Evidence-Based Prevention must be evaluated within the full tooling system.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-fatigue.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1036,Metal Transfer,Metal Transfer must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-galling.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1037,Adhesive Wear,Adhesive Wear must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-galling.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1038,High Contact Pressure,High Contact Pressure must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-galling.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1039,Insufficient Lubrication,Insufficient Lubrication must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-galling.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1040,Contaminated Lubrication,Contaminated Lubrication must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-galling.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1041,Material Compatibility,Material Compatibility must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-galling.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1042,Surface Finish,Surface Finish must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-galling.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1043,Misalignment,Misalignment must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-galling.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1044,Punch Barrels,Punch Barrels must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-galling.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1045,Punch Heads,Punch Heads must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-galling.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1046,Die Interfaces,Die Interfaces must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-galling.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1047,Frictional Heat,Frictional Heat must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-galling.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1048,Press Speed,Press Speed must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-galling.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1049,Cleaning Damage,Cleaning Damage must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-galling.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1050,Raised Transfer,Raised Transfer must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-galling.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1051,Self-Accelerating Damage,Self-Accelerating Damage must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-galling.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1052,Station Mapping,Station Mapping must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-galling.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1053,Set-Wide Galling,Set-Wide Galling must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-galling.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1054,Dlc Coatings,Dlc Coatings must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-galling.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1055,Crn Coatings,Crn Coatings must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-galling.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1056,Tin Coatings,Tin Coatings must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-galling.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1057,Ticn Coatings,Ticn Coatings must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-galling.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1058,Substrate Support,Substrate Support must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-galling.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1059,Coating Adhesion,Coating Adhesion must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-galling.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1060,Polishing,Polishing must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-galling.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1061,Restoration Limits,Restoration Limits must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-galling.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1062,Mating-Component Damage,Mating-Component Damage must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-galling.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1063,Material Selection,Material Selection must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-galling.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1064,Lubricant Type,Lubricant Type must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-galling.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1065,Lubrication Frequency,Lubrication Frequency must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-galling.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1066,Storage Corrosion,Storage Corrosion must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-galling.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1067,Handling Scratches,Handling Scratches must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-galling.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1068,Coating Buildup,Coating Buildup must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-galling.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1069,Microscopy,Microscopy must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-galling.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1070,Wear Debris,Wear Debris must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-galling.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1071,Good-Component Comparison,Good-Component Comparison must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-galling.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1072,Controlled Trials,Controlled Trials must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-galling.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1073,Maintenance Records,Maintenance Records must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-galling.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1074,System Design,System Design must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-galling.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1075,International Projects,International Projects must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-galling.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1076,Service Reports,Service Reports must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-galling.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1077,Return-To-Service Approval,Return-To-Service Approval must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-galling.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1078,Contact-Pair Design,Contact-Pair Design must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-galling.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1079,Guide Condition,Guide Condition must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-galling.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1080,Evidence-Based Prevention,Evidence-Based Prevention must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-galling.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1081,Frictional Damage,Frictional Damage must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-scuffing.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1082,Early Galling,Early Galling must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-scuffing.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1083,Abrasion Comparison,Abrasion Comparison must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-scuffing.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1084,Punch-Barrel Scuffing,Punch-Barrel Scuffing must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-scuffing.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1085,Punch-Tip Scuffing,Punch-Tip Scuffing must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-scuffing.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1086,Die-Bore Scuffing,Die-Bore Scuffing must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-scuffing.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1087,Poor Lubrication,Poor Lubrication must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-scuffing.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1088,Contamination,Contamination must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-scuffing.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1089,Misalignment,Misalignment must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-scuffing.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1090,Press Speed,Press Speed must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-scuffing.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1091,Frictional Heat,Frictional Heat must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-scuffing.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1092,Surface Roughness,Surface Roughness must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-scuffing.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1093,Ra Limitations,Ra Limitations must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-scuffing.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1094,Polishing Quality,Polishing Quality must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-scuffing.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1095,Abrasive Cleaning,Abrasive Cleaning must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-scuffing.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1096,Handling Contact,Handling Contact must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-scuffing.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1097,Low-Friction Coatings,Low-Friction Coatings must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-scuffing.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1098,Coating Damage,Coating Damage must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-scuffing.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1099,Substrate Support,Substrate Support must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-scuffing.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1100,Tablet Sticking,Tablet Sticking must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-scuffing.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1101,Cleanability,Cleanability must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-scuffing.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1102,Station-Specific Scuffing,Station-Specific Scuffing must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-scuffing.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1103,Set-Wide Scuffing,Set-Wide Scuffing must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-scuffing.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1104,Progressive Damage,Progressive Damage must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-scuffing.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1105,Mark Direction,Mark Direction must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-scuffing.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1106,Microscopy,Microscopy must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-scuffing.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1107,Wear Debris,Wear Debris must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-scuffing.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1108,Light Restoration,Light Restoration must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-scuffing.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1109,Replacement Limits,Replacement Limits must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-scuffing.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1110,Geometry Preservation,Geometry Preservation must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-scuffing.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1111,Recoating,Recoating must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-scuffing.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1112,Lubricant Compatibility,Lubricant Compatibility must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-scuffing.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1113,Lubrication Delivery,Lubrication Delivery must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-scuffing.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1114,Cleaning Residue,Cleaning Residue must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-scuffing.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1115,Corrosion,Corrosion must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-scuffing.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1116,Installation Damage,Installation Damage must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-scuffing.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1117,Guide Condition,Guide Condition must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-scuffing.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1118,Good-Tooling Comparison,Good-Tooling Comparison must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-scuffing.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1119,Controlled Trials,Controlled Trials must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-scuffing.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1120,Inspection Frequency,Inspection Frequency must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-scuffing.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1121,Terminology,Terminology must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-scuffing.html,No source supplied in legacy card,2026-08-07,Yes,No
