unique_fact_id,technical_topic,concise_factual_claim,short_engineering_explanation,application_limitations_or_context,appropriate_destination_page,supporting_source,source_citation,last_reviewed_date,human_technical_review_required,approval_status
PGE-CGMP-0179,"Component, drug product container, closure, and labeling records","The disposition of rejected components, drug product containers, closure, and labeling.","Engineering implication: implementation evidence should address component, drug product container, closure, and labeling records.",U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.184(e) for the regulated product and operation.,knowledge-center/records-returns.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.184,21 CFR § 211.184(e),2026-08-07,No,Approved for batch 1
PGE-CGMP-0180,Laboratory records,Complete records must be maintained of all stability testing performed in accordance with § 211.166.,Engineering implication: implementation evidence should address laboratory records.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.194(e) for the regulated product and operation.,knowledge-center/records-returns.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.194,21 CFR § 211.194(e),2026-08-07,No,Approved for batch 1
PGE-CGMP-0181,Laboratory records,The initials or signature of the person who performs each test and the date(s) the tests were performed.,Engineering implication: implementation evidence should address laboratory records.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.194(7) for the regulated product and operation.,knowledge-center/records-returns.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.194,21 CFR § 211.194(7),2026-08-07,No,Approved for batch 1
PGE-CGMP-0182,Batch production and control records,"An accurate reproduction of the appropriate master production or control record, checked for accuracy, dated, and signed;",Engineering implication: implementation evidence should address batch production and control records.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.188(a) for the regulated product and operation.,knowledge-center/records-returns.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.188,21 CFR § 211.188(a),2026-08-07,No,Approved for batch 1
PGE-CGMP-0183,Batch production and control records,A statement of the actual yield and a statement of the percentage of theoretical yield at appropriate phases of processing;,Engineering implication: implementation evidence should address batch production and control records.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.188(7) for the regulated product and operation.,knowledge-center/records-returns.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.188,21 CFR § 211.188(7),2026-08-07,No,Approved for batch 1
PGE-CGMP-0184,Master production and control records,A complete list of components designated by names or codes sufficiently specific to indicate any special quality characteristic;,Engineering implication: implementation evidence should address master production and control records.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.186(3) for the regulated product and operation.,knowledge-center/records-returns.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.186,21 CFR § 211.186(3),2026-08-07,No,Approved for batch 1
PGE-CGMP-0185,Batch production and control records,"Documentation that each significant step in the manufacture, processing, packing, or holding of the batch was accomplished, including:",Engineering implication: implementation evidence should address batch production and control records.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.188(b) for the regulated product and operation.,knowledge-center/records-returns.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.188,21 CFR § 211.188(b),2026-08-07,No,Approved for batch 1
PGE-CGMP-0186,General requirements,"A review of a representative number of batches, whether approved or rejected, and, where applicable, records associated with the batch.",Engineering implication: implementation evidence should address general requirements.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.180(1) for the regulated product and operation.,knowledge-center/records-returns.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.180,21 CFR § 211.180(1),2026-08-07,No,Approved for batch 1
PGE-CGMP-0187,General requirements,"A review of complaints, recalls, returned or salvaged drug products, and investigations conducted under § 211.192 for each drug product.",Engineering implication: implementation evidence should address general requirements.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.180(2) for the regulated product and operation.,knowledge-center/records-returns.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.180,21 CFR § 211.180(2),2026-08-07,No,Approved for batch 1
PGE-CGMP-0188,Laboratory records,"Complete records must be maintained of any testing and standardization of laboratory reference standards, reagents, and standard solutions.",Engineering implication: implementation evidence should address laboratory records.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.194(c) for the regulated product and operation.,knowledge-center/records-returns.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.194,21 CFR § 211.194(c),2026-08-07,No,Approved for batch 1
PGE-CGMP-0189,Laboratory records,"A record of all calculations performed in connection with the test, including units of measure, conversion factors, and equivalency factors.",Engineering implication: implementation evidence should address laboratory records.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.194(5) for the regulated product and operation.,knowledge-center/records-returns.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.194,21 CFR § 211.194(5),2026-08-07,No,Approved for batch 1
PGE-CGMP-0190,Master production and control records,"Complete manufacturing and control instructions, sampling and testing procedures, specifications, special notations, and precautions to be followed.",Engineering implication: implementation evidence should address master production and control records.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.186(9) for the regulated product and operation.,knowledge-center/records-returns.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.186,21 CFR § 211.186(9),2026-08-07,No,Approved for batch 1
PGE-CGMP-0191,"Component, drug product container, closure, and labeling records",Documentation of the examination and review of labels and labeling for conformity with established specifications in accord with §§ 211.122(c) and 211.130(c).,"Engineering implication: implementation evidence should address component, drug product container, closure, and labeling records.",U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.184(d) for the regulated product and operation.,knowledge-center/records-returns.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.184,21 CFR § 211.184(d),2026-08-07,No,Approved for batch 1
PGE-CGMP-0192,Laboratory records,"Complete records must be maintained of the periodic calibration of laboratory instruments, apparatus, gauges, and recording devices required by § 211.160(b)(4).",Engineering implication: implementation evidence should address laboratory records.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.194(d) for the regulated product and operation.,knowledge-center/records-returns.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.194,21 CFR § 211.194(d),2026-08-07,No,Approved for batch 1
PGE-CGMP-0193,Master production and control records,"A statement of theoretical yield, including the maximum and minimum percentages of theoretical yield beyond which investigation according to § 211.192 is required;",Engineering implication: implementation evidence should address master production and control records.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.186(7) for the regulated product and operation.,knowledge-center/records-returns.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.186,21 CFR § 211.186(7),2026-08-07,No,Approved for batch 1
PGE-CGMP-0194,Laboratory records,"The initials or signature of a second person showing that the original records have been reviewed for accuracy, completeness, and compliance with established standards.",Engineering implication: implementation evidence should address laboratory records.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.194(8) for the regulated product and operation.,knowledge-center/records-returns.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.194,21 CFR § 211.194(8),2026-08-07,No,Approved for batch 1
PGE-CGMP-0195,"Component, drug product container, closure, and labeling records","The results of any test or examination performed (including those performed as required by § 211.82(a), § 211.84(d), or § 211.122(a)) and the conclusions derived therefrom.","Engineering implication: implementation evidence should address component, drug product container, closure, and labeling records.",U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.184(b) for the regulated product and operation.,knowledge-center/records-returns.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.184,21 CFR § 211.184(b),2026-08-07,No,Approved for batch 1
PGE-CGMP-0196,Master production and control records,"The name and weight or measure of each active ingredient per dosage unit or per unit of weight or measure of the drug product, and a statement of the total weight or measure of any dosage unit;",Engineering implication: implementation evidence should address master production and control records.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.186(2) for the regulated product and operation.,knowledge-center/records-returns.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.186,21 CFR § 211.186(2),2026-08-07,No,Approved for batch 1
PGE-CGMP-0197,Laboratory records,"Laboratory records must include complete data derived from all tests necessary to assure compliance with established specifications and standards, including examinations and assays, as follows:",Engineering implication: implementation evidence should address laboratory records.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.194(a) for the regulated product and operation.,knowledge-center/records-returns.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.194,21 CFR § 211.194(a),2026-08-07,No,Approved for batch 1
PGE-CGMP-0198,Complaint files,"The written record must include the following information, where known: the name and strength of the drug product, lot number, name of complainant, nature of complaint, and reply to complainant.",Engineering implication: implementation evidence should address complaint files.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.198(1) for the regulated product and operation.,knowledge-center/records-returns.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.198,21 CFR § 211.198(1),2026-08-07,No,Approved for batch 1
PGE-CGMP-0199,Batch production and control records,Batch production and control records must be prepared for each batch of drug product produced and must include complete information relating to the production and control of each batch. These records must include:,Engineering implication: implementation evidence should address batch production and control records.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.188 for the regulated product and operation.,knowledge-center/records-returns.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.188,21 CFR § 211.188,2026-08-07,No,Approved for batch 1
PGE-CGMP-0200,Complaint files,"Where an investigation under § 211.192 is not conducted, the written record must include the reason that an investigation was found not to be necessary and the name of the responsible person making such a determination.",Engineering implication: implementation evidence should address complaint files.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.198(3) for the regulated product and operation.,knowledge-center/records-returns.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.198,21 CFR § 211.198(3),2026-08-07,No,Approved for batch 1
